
---------- Begin Simulation Statistics ----------
simSeconds                                   0.058948                       # Number of seconds simulated (Second)
simTicks                                  58947937000                       # Number of ticks simulated (Tick)
finalTick                                 58947937000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    277.77                       # Real time elapsed on the host (Second)
hostTickRate                                212222250                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     685544                       # Number of bytes of host memory used (Byte)
simInsts                                    100000000                       # Number of instructions simulated (Count)
simOps                                      109473036                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   360016                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     394121                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        117895874                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.178959                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.848206                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.branchPred.lookups                21733996                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted          16212388                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condIncorrect            165458                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.BTBLookups              8869337                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBUpdates               144725                       # Number of BTB updates (Count)
system.cpu.branchPred.BTBHits                 8833503                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.995960                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.RASUsed                 1765336                       # Number of times the RAS was used to get a target. (Count)
system.cpu.branchPred.RASIncorrect              87293                       # Number of incorrect RAS predictions. (Count)
system.cpu.branchPred.indirectLookups          820521                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits             820271                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses              250                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted          893                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.tage.longestMatchProviderCorrect      5442059                       # Number of times TAGE Longest Match is the provider and the prediction is correct (Count)
system.cpu.branchPred.tage.altMatchProviderCorrect         4925                       # Number of times TAGE Alt Match is the provider and the prediction is correct (Count)
system.cpu.branchPred.tage.bimodalAltMatchProviderCorrect           88                       # Number of times TAGE Alt Match is the bimodal and it is the provider and the prediction is correct (Count)
system.cpu.branchPred.tage.bimodalProviderCorrect     10452546                       # Number of times there are no hits on the TAGE tables and the bimodal prediction is correct (Count)
system.cpu.branchPred.tage.longestMatchProviderWrong        72512                       # Number of times TAGE Longest Match is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.altMatchProviderWrong         4037                       # Number of times TAGE Alt Match is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.bimodalAltMatchProviderWrong           47                       # Number of times TAGE Alt Match is the bimodal and it is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.bimodalProviderWrong          465                       # Number of times there are no hits on the TAGE tables and the bimodal prediction is wrong (Count)
system.cpu.branchPred.tage.altMatchProviderWouldHaveHit         8014                       # Number of times TAGE Longest Match is the provider, the prediction is wrong and Alt Match prediction was correct (Count)
system.cpu.branchPred.tage.longestMatchProviderWouldHaveHit          943                       # Number of times TAGE Alt Match is the provider, the prediction is wrong and Longest Match prediction was correct (Count)
system.cpu.branchPred.tage.longestMatchProvider::0            0                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::1      2097101                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::2      1146962                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::3       537684                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::4       360882                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::5       312514                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::6       280862                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::7       787528                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.altMatchProvider::0      3300146                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::1       394320                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::2       438130                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::3       250447                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::4       208820                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::5       423838                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::6       507832                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::7            0                       # TAGE provider for alt match (Count)
system.cpu.commitStats0.numInsts            100000000                       # Number of instructions committed (thread level) (Count)
system.cpu.commitStats0.numOps              109473036                       # Number of ops (including micro ops) committed (thread level) (Count)
system.cpu.commitStats0.numInstsNotNOP              0                       # Number of instructions committed excluding NOPs or prefetches (Count)
system.cpu.commitStats0.numOpsNotNOP                0                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.commitStats0.cpi                  1.178959                       # CPI: cycles per instruction (thread level) ((Cycle/Count))
system.cpu.commitStats0.ipc                  0.848206                       # IPC: instructions per cycle (thread level) ((Count/Cycle))
system.cpu.commitStats0.numMemRefs                  0                       # Number of memory references committed (Count)
system.cpu.commitStats0.numFpInsts                  0                       # Number of float instructions (Count)
system.cpu.commitStats0.numIntInsts                 0                       # Number of integer instructions (Count)
system.cpu.commitStats0.numLoadInsts                0                       # Number of load instructions (Count)
system.cpu.commitStats0.numStoreInsts               0                       # Number of store instructions (Count)
system.cpu.commitStats0.numVecInsts                 0                       # Number of vector instructions (Count)
system.cpu.commitStats0.committedInstType::InstPrefetch            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::VectorUnitStrideLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::VectorUnitStrideStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::VectorUnitStrideMaskLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::VectorUnitStrideMaskStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::VectorStridedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::VectorStridedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::VectorIndexedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::VectorIndexedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::VectorUnitStrideFaultOnlyFirstLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::VectorWholeRegisterLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::VectorWholeRegisterStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::VectorIntegerArith            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::VectorFloatArith            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::VectorFloatConvert            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::VectorIntegerReduce            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::VectorFloatReduce            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::VectorMisc            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::VectorIntegerExtension            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::VectorConfig            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::total    109473036                       # Class of committed instruction. (Count)
system.cpu.dcache.demandHits::cpu.data       35434300                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::total          35434300                       # number of demand (read+write) hits (Count)
system.cpu.dcache.overallHits::cpu.data      35434300                       # number of overall hits (Count)
system.cpu.dcache.overallHits::total         35434300                       # number of overall hits (Count)
system.cpu.dcache.demandMisses::cpu.data        61772                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::total           61772                       # number of demand (read+write) misses (Count)
system.cpu.dcache.overallMisses::cpu.data        61772                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::total          61772                       # number of overall misses (Count)
system.cpu.dcache.demandMissLatency::cpu.data   4403205500                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::total   4403205500                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.overallMissLatency::cpu.data   4403205500                       # number of overall miss ticks (Tick)
system.cpu.dcache.overallMissLatency::total   4403205500                       # number of overall miss ticks (Tick)
system.cpu.dcache.demandAccesses::cpu.data     35496072                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.demandAccesses::total      35496072                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::cpu.data     35496072                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::total     35496072                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.demandMissRate::cpu.data     0.001740                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.demandMissRate::total      0.001740                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.overallMissRate::cpu.data     0.001740                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.overallMissRate::total     0.001740                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.demandAvgMissLatency::cpu.data 71281.575795                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.demandAvgMissLatency::total 71281.575795                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::cpu.data 71281.575795                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::total 71281.575795                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu.dcache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.dcache.avgBlocked::no_mshrs            nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.writebacks::writebacks        36900                       # number of writebacks (Count)
system.cpu.dcache.writebacks::total             36900                       # number of writebacks (Count)
system.cpu.dcache.demandMshrHits::cpu.data        16531                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.demandMshrHits::total         16531                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.overallMshrHits::cpu.data        16531                       # number of overall MSHR hits (Count)
system.cpu.dcache.overallMshrHits::total        16531                       # number of overall MSHR hits (Count)
system.cpu.dcache.demandMshrMisses::cpu.data        45241                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.demandMshrMisses::total        45241                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::cpu.data        45241                       # number of overall MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::total        45241                       # number of overall MSHR misses (Count)
system.cpu.dcache.demandMshrMissLatency::cpu.data   3372521500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissLatency::total   3372521500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::cpu.data   3372521500                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::total   3372521500                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissRate::cpu.data     0.001275                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.demandMshrMissRate::total     0.001275                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::cpu.data     0.001275                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::total     0.001275                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.demandAvgMshrMissLatency::cpu.data 74545.688645                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.demandAvgMshrMissLatency::total 74545.688645                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::cpu.data 74545.688645                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::total 74545.688645                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.replacements                  37049                       # number of replacements (Count)
system.cpu.dcache.LoadLockedReq.hits::cpu.data        87292                       # number of LoadLockedReq hits (Count)
system.cpu.dcache.LoadLockedReq.hits::total        87292                       # number of LoadLockedReq hits (Count)
system.cpu.dcache.LoadLockedReq.accesses::cpu.data        87292                       # number of LoadLockedReq accesses(hits+misses) (Count)
system.cpu.dcache.LoadLockedReq.accesses::total        87292                       # number of LoadLockedReq accesses(hits+misses) (Count)
system.cpu.dcache.ReadReq.hits::cpu.data     21056614                       # number of ReadReq hits (Count)
system.cpu.dcache.ReadReq.hits::total        21056614                       # number of ReadReq hits (Count)
system.cpu.dcache.ReadReq.misses::cpu.data         6894                       # number of ReadReq misses (Count)
system.cpu.dcache.ReadReq.misses::total          6894                       # number of ReadReq misses (Count)
system.cpu.dcache.ReadReq.missLatency::cpu.data    366670500                       # number of ReadReq miss ticks (Tick)
system.cpu.dcache.ReadReq.missLatency::total    366670500                       # number of ReadReq miss ticks (Tick)
system.cpu.dcache.ReadReq.accesses::cpu.data     21063508                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.dcache.ReadReq.accesses::total     21063508                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.dcache.ReadReq.missRate::cpu.data     0.000327                       # miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.missRate::total     0.000327                       # miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.avgMissLatency::cpu.data 53186.901654                       # average ReadReq miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.avgMissLatency::total 53186.901654                       # average ReadReq miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.mshrHits::cpu.data           11                       # number of ReadReq MSHR hits (Count)
system.cpu.dcache.ReadReq.mshrHits::total           11                       # number of ReadReq MSHR hits (Count)
system.cpu.dcache.ReadReq.mshrMisses::cpu.data         6883                       # number of ReadReq MSHR misses (Count)
system.cpu.dcache.ReadReq.mshrMisses::total         6883                       # number of ReadReq MSHR misses (Count)
system.cpu.dcache.ReadReq.mshrMissLatency::cpu.data    358952500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.dcache.ReadReq.mshrMissLatency::total    358952500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.dcache.ReadReq.mshrMissRate::cpu.data     0.000327                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.mshrMissRate::total     0.000327                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.avgMshrMissLatency::cpu.data 52150.588406                       # average ReadReq mshr miss latency ((Tick/Count))
